Current_Word,Next_Word,Levenshtein_distance
release,tiny,7
PSP,console,7
console,developers,8
Although,Mac,8
Nintendo,expected,7
aiming,said,5
younger,users,5
players,speaking,6
PSP,console,7
older,Star,4
gamers,early,5
likely,pair,6
firms,developing,10
competing,methods,7
customers,interested,9
Sony's,European,7
PSP,console,7
represents,real,8
real,thought,7
threat,They,4
Nintendo,expected,7
huge,numbers,5
number,auto,5
PlayStation,3,11
owners,wanting,6
world,Although,7
greater,risks,6
flexibility,PC,11
sleek,hulking,6
black,bin,4
gadget,choice,6
The,Macworld,8
PSP,console,7
uses,net,3
small,share,3
discs,HDDVD,5
games,Even,4
play,individual,9
music,movies,4
movies,images,4
need,second,4
addons,software,8
supports,shortrange,8
shortrange,radio,8
wireless,technology,9
play,individual,9
When,goes,3
goes,home,3
sale,22,4
PSP,console,7
likely,pair,6
cost,small,5
£130,"£200
",3
"£200
",Slow,5
Slow,start,5
start,buying,6
speedy,net,5
net,service,6
"services

Faster",broadband,14
broadband,personal,8
UK,$499,4
reality,it's,6
internet,surfing,7
providers,need,8
offer,powerful,6
superfast,"services

Some",12
"services

Some",lucky,13
lucky,Britons,7
Britons,fed,7
advantage,The,8
UK,$499,4
Online's,8,8
8,megabits,8
megabits,second,7
second,home,5
service,firm,6
launched,Macworld,6
November,December,3
2004,Englishlanguage,15
BT,DEC's,5
Retail,announced,9
announced,earlier,8
trial,speed,5
speed,palm,4
service,firm,6
national,footprint,8
rollout,year,7
year,Chris,5
end,making,5
Other,scam,5
service,firm,6
providers,need,8
expected,PC,8
follow,"Monday

Reviews",13
suit,possible,6
glut,recent,5
new,products,8
voice,control,6
video,recorder,6
services,said,6
"follow

If",bandwidth,9
bandwidth,service,8
ISPs,emails,5
buy,"yourself

A",10
said,Jonny,5
Jill,Finger,5
Finger,research,7
research,analysts,8
director,digital,5
analyst,Jupiter,7
firm,The,4
IDC,Others,6
Others,watching,6
watching,TV,8
BT,DEC's,5
Retail's,trials,5
trials,Berlin,6
initially,employees,9
employees,later,7
later,"year

Cell",8
summer,It,6
customers,interested,9
interest,fall,8
For,browsing,7
BT,DEC's,5
Retail,announced,9
said,Jonny,5
superfast,"services

Some",12
service,firm,6
way,help,4
differentiating,players,13
players,speaking,6
It,sale,4
losing,market,6
market,Mac,5
share,desktop,6
way,help,4
gaining,popularity,9
said,Jonny,5
Ms,Taylor,6
Finger,research,7
Wanadoo,announced,8
set,central,5
trial,speed,5
8Mbps,service,7
service,firm,6
summer,It,6
plans,development,9
roll,unbundled,8
unbundled,services,8
services,said,6
,majority,8
means,fewer,4
takes,existing,8
network,security,7
BT,DEC's,5
,majority,8
provide,great,6
speeds,greater,6
15Mbps,There,6
There,builtin,7
timetable,moment,7
moment,Life,5
Cable,firms,5
firms,developing,10
ntl,Telewest,7
Telewest,bound,8
bound,create,6
increase,basic,7
bandwidth,service,8
time,"come

Shelley",11
future,exciting,7
according,PC,9
ntl,Telewest,7
spokesman,said,8
better,network,4
position,market,8
BT,DEC's,5
long,way,4
term,BT's,4
BT's,new,4
network,security,7
limited,budget,6
compared,PCs,8
cable,terrestrial,10
With,HD,4
services,said,6
coming,Sony,4
stream,huge,5
video,recorder,6
demand,According,8
question,8Mbps,8
8Mbps,service,7
enough?,"asked
",7
"asked
",Antitremor,9
Antitremor,mouse,9
mouse,The,4
stops,PC,5
PC,"users

The",10
"shakes

A",special,7
special,receivers,7
adaptor,helps,6
helps,clear,5
people,expect,5
hand,corner,5
tremors,control,7
control,digital,6
computer,market,6
mouse,The,4
easily,upgradeable,9
"developed

The",device,10
device,interfaces,7
uses,net,3
similar,intentions,9
steady,cam,5
cam,technology,9
technology,balked,9
found,handsets,7
camcorders,filter,8
filter,price,5
shaking,hand,4
hand,corner,5
movements,People,8
People,want,6
hand,corner,5
tremors,control,7
find,role,4
hard,drive,5
use,help,4
conventional,regular,10
mice,simple,4
simple,interfaces,9
computer,market,6
tasks,highend,7
erratic,movements,8
movements,People,8
cursor,screen,5
screen,storage,5
About,130,5
million,Visual,6
Britons,fed,7
sort,computer,6
hand,corner,5
tremor,condition,8
condition,said,8
said,Jonny,5
UK,$499,4
National,"Statistics
",8
Tremor,Foundation,9
Foundation,campaigns,8
Using,technology,8
computer,market,6
mouse,The,4
known,Digital,7
extremely,small,7
hard,drive,5
people,expect,5
tremors,control,7
we're,talking,7
delighted,offering,9
hear,artist,6
technology,balked,9
developed,group,8
address,fake,6
problem,Visual,7
said,Jonny,5
Karen,Walsh,4
Walsh,UK,5
UK,$499,4
National,"Statistics
",8
Tremor,Foundation,9
Foundation,campaigns,8
Most,standard,8
commonly,associated,9
associated,problems,9
tremors,control,7
Parkinson's,disease,9
disease,caused,6
caused,conditions,9
conditions,like,9
like,Apple,4
Essential,Tremor,8
Tremor,Foundation,9
ET,Tremors,7
Tremors,affect,7
affect,older,5
older,Star,4
people,expect,5
hit,likely,5
ages,ET,4
ET,Tremors,7
example,said,6
genetic,afflict,6
afflict,people,7
people,expect,5
"lives

The",Assistive,8
Assistive,Mouse,7
Mouse,Adapter,6
Adapter,AMA,6
AMA,brainchild,10
brainchild,IBM,10
IBM,technology,10
researcher,Jim,10
Jim,Lanzone,7
Levine,developed,6
developed,group,8
prototype,version,8
seeing,thing,3
uncle,Parkinson's,10
Parkinson's,disease,9
disease,caused,6
struggle,mouse,6
mouse,The,4
control,digital,6
I,think,5
knew,Japan,5
way,help,4
improve,cash,7
situation,access,9
millions,different,7
tremor,condition,8
sufferers,world,8
world,Although,7
including,looking,6
"elderly

The",number,11
number,auto,5
elderly,computer,8
computer,market,6
users,big,5
increase,basic,7
population,ages,9
ages,ET,4
time,"come

Shelley",11
need,second,4
computer,market,6
access,film,6
grows,said,5
said,Jonny,5
Computer,Crime,6
users,big,5
plug,Mac,4
device,interfaces,7
PC,"users

The",10
adjusted,depending,9
depending,listening,5
severe,compression,9
tremor,condition,8
It,sale,4
able,start,5
recognise,individual,10
multiple,Cell,6
clicking,links,5
mouse,The,4
button,"content

Possible",14
caused,conditions,9
shaky,digits,6
digits,IBM,6
IBM,technology,10
said,Jonny,5
partner,small,7
small,share,3
UKbased,pilot,7
electronics,firms,9
firm,The,4
Montrose,Secam,8
Secam,produce,7
produce,content,7
devices,"reaction

His",10
cost,small,5
£70,James,5
James,Cridland,8
Cosgrave,company's,8
company's,research,8
directors,said,9
said,Jonny,5
big,"success

He",11
difference,games,9
tremors,control,7
I'm,happy,5
pilot,scheme,6
tremor,condition,8
condition,said,8
limited,budget,6
ability,communicate,9
fly,plane,4
plane,said,4
said,Jonny,5
But,said,4
PC,"users

The",10
proven,impossible,9
impossible,apart,9
simply,voice,6
revolves,mouse,6
mouse,The,4
accurately,manipulate,7
manipulate,tiny,9
tiny,lowcost,7
cursor,screen,5
screen,storage,5
He,said,4
said,Jonny,5
prototype,version,8
gadget,choice,6
transformed,"life

The",10
"life

The",device,7
device,interfaces,7
help,Apple,4
open,source,5
computing,world,8
millions,different,7
people,expect,5
found,handsets,7
shaking,hand,4
barrier,Last,6
Last,year,4
year,Chris,5
Office,National,7
National,"Statistics
",8
Statistics,reported,9
reported,press,6
time,"come

Shelley",11
half,phones,5
households,HDTV,10
Britain,home,7
home,"computer

It's",11
computer,market,6
With,HD,4
prices,hardware,7
getting,sophisticated,11
cheaper,year's,5
online,stores,6
computer,market,6
ownership,net,7
increasing,convergence,9
But,said,4
62%,British,7
British,firm,6
people,expect,5
tried,including,8
internet,surfing,7
15%,email,5
Britons,fed,7
aged,30,4
65,online,6
online,stores,6
More,clarity,6
million,Visual,6
UK,$499,4
households,HDTV,10
broadband,personal,8
net,service,6
By,contrast,8
middle,2005,6
2005,big,4
estimated,50000,9
50%,listeners,9
UK,$499,4
net,service,6
users,big,5
broadband,personal,8
There,builtin,7
millions,different,7
net,service,6
dialup,connections,11
connections,Ethernet,10
"too
",The,4
The,Macworld,8
pirates,"convicted

The",12
profit,criminal,6
"motive

Two",men,9
men,faced,4
huge,numbers,5
network,security,7
internet,surfing,7
software,suite,5
pirates,"convicted

The",12
known,Digital,7
Drink,Or,4
Or,legitimate,10
Die,convicted,7
convicted,Old,8
Old,Bailey,5
Bailey,BBC,5
BBC,News,4
News,website,5
investigates,network,9
network,security,7
worked,Star,6
motivated,purchase,7
"involved

They",called,11
called,Underground,10
Drink,Or,4
Or,legitimate,10
Die,convicted,7
DOD,They,4
They,speculate,8
network,security,7
computer,market,6
buffs,derived,7
derived,pleasure,7
pleasure,cracking,8
cracking,pirated,7
codes,represent,7
protecting,home,8
copyrighted,software,9
software,suite,5
Windows,XP,7
95,They,4
They,speculate,8
share,desktop,6
There,builtin,7
suggestion,profited,9
profited,financially,10
financially,But,11
But,said,4
authorities,Britain,8
Britain,home,7
United,States,4
States,France,5
considered,Eminem,8
software,suite,5
piracy,peertopeer,8
took,decades,7
dim,view,3
view,needs,4
networks,handed,8
DOD,They,4
number,auto,5
socalled,Revolution,9
warez,organisations,12
organisations,operating,8
operating,system,8
internet,surfing,7
In,total,5
October,2000,7
2000,people,6
US,Adding,6
Customs,Service,7
Service,programme,7
began,shipping,7
investigation,FBI,13
DOD,They,4
networks,handed,8
Razor,1911,5
1911,Risciso,7
Risciso,Myth,7
Myth,"Popz

Fourteen",13
"Popz

Fourteen",months,12
months,time,6
later,"year

Cell",8
US,Adding,6
Customs,Service,7
coordinated,series,8
series,scenarios,4
raids,August,5
globe,use,4
Operation,Digital,8
Buccaneer,Seventy,8
Seventy,search,6
search,share,3
warrants,executed,8
executed,The,7
US,Adding,6
Britain,home,7
Australia,Norway,8
Norway,Czech,6
Sweden,Finland,6
Finland,Finnish,4
At,point,4
60,people,6
people,expect,5
arrested,worldwide,7
worldwide,,9
,majority,8
45,human,5
US,Adding,6
Among,leaders,7
leaders,network,5
network,security,7
Americans,,9
John,Sankus,6
Sankus,,6
,majority,8
known,Digital,7
internet,surfing,7
nickname,Eriflleh,8
Eriflleh,Hellfire,7
Hellfire,spelt,7
spelt,backwards,9
backwards,,9
,majority,8
Richard,Jones,7
Berry,Kent,4
Kent,Kartadinata,8
Kartadinata,Christopher,10
Christopher,Tresco,8
Tresco,server,6
server,video,5
based,IBM,5
prestigious,Massachusetts,11
Massachusetts,Institute,10
Institute,Etsi,7
Technology,,10
"MIT

The",longest,8
longest,jail,7
jail,terms,5
sentence,,8
,majority,8
46,million,7
months,time,6
,majority,8
handed,"US

New",6
Sankus,,6
28yearold,Philadelphia,10
Philadelphia,US,12
US,Adding,6
Attorney,Paul,8
Paul,Goosens,7
McNulty,said,7
said,Jonny,5
time,"come

Shelley",11
John,Sankus,6
Sankus,,6
technogang,operated,10
operated,central,7
faceless,world,7
world,Although,7
internet,surfing,7
thought,machine,7
caught,They,6
They,speculate,8
wrong,lot,4
These,applications,12
sentences,follow,9
follow,"Monday

Reviews",13
send,kits,4
message,game,5
entertaining,similar,11
similar,intentions,9
beliefs,invincibility,11
invincibility,But,12
But,said,4
man,legal,4
legal,download,7
limbo,year,5
Britishborn,Australian,9
Australian,Hew,10
Hew,Raymond,7
Raymond,Griffiths,9
Griffiths,fighting,8
fighting,criminal,7
extradition,"US

US",11
"US

US",Customs,7
Customs,Service,7
claimed,lost,6
Mr,Evans,5
Griffiths,fighting,8
DOD's,leaders,6
leaders,network,5
lawyer,Kurt,6
Antony,Townsden,7
Townsden,told,6
told,BBC,4
BBC,News,4
News,website,5
website,It,6
laughable,suggestion,9
suggestion,profited,9
added,extra,5
He,said,4
living,rooms,6
welfare,old,6
old,computer,7
computer,market,6
couldn't,set,7
download,known,6
software,suite,5
The,Macworld,8
allegation,group's,10
group's,tracks,5
coleader,illusory,7
illusory,He,8
He,said,4
technical,skills,8
skills,cause,6
couldn't,set,7
crack,codes,4
codes,represent,7
called,Underground,10
leader,Spanishlanguage,13
loudmouth,wrote,7
wrote,lot,3
lot,fixing,6
messageboard,Mr,11
Mr,Evans,5
Townsden,told,6
said,Jonny,5
committed,crimes,6
crimes,prosecuted,8
prosecuted,Australia,9
Australia,Norway,8
US,Adding,6
He,said,4
claimed,lost,6
Australian,Hew,10
government's,decision,11
decision,It,8
accept,returned,8
extradition,"US

US",11
request,music,6
typical,average,7
current,fragmentation,10
acquiescent,attitude,8
attitude,"US

Mr",8
"US

Mr",Griffiths,9
Griffiths,fighting,8
expecting,hear,8
hear,artist,6
week,Fast,4
outcome,appeal,7
appeal,mass,6
decision,It,8
extradite,Those,8
Those,flat,5
involved,internet,5
internet,surfing,7
aliases,act,6
act,coordinating,11
way,help,4
tags,shops,4
graffiti,artists,6
artists,having,6
They,speculate,8
brag,codecracking,9
codecracking,abilities,11
abilities,giving,7
giving,DVDlike,6
away,highdetail,9
real,thought,7
identities,Alex,9
Alex,Bell,4
Bell,trial,4
trial,speed,5
Old,Bailey,5
Bailey,BBC,5
ended,Friday,5
Friday,morning,6
known,Digital,7
Mr,Evans,5
2940,,4
,majority,8
computer,market,6
device,interfaces,7
,majority,8
codefendant,Steven,8
Steven,Dowd's,6
Dowd's,nickname,8
nickname,Eriflleh,8
curiously,"Tim

A",8
"Tim

A",spokesman,9
spokesman,said,8
US,Adding,6
Immigration,Customs,10
Customs,Service,7
Enforcement,Dean,9
Dean,director,7
Boyd,technology,9
said,Jonny,5
DOD,They,4
appear,end,5
motivated,purchase,7
money,stick,5
Their,motivation,9
motivation,kudos,9
kudos,surrounded,8
surrounded,able,9
able,start,5
crack,codes,4
sophisticated,games,11
software,suite,5
He,said,4
told,BBC,4
BBC,News,4
News,website,5
website,It,6
Primarily,interested,10
interested,style,8
fast,internet,7
crack,codes,4
code,practice,6
It,sale,4
underground,notoriety,9
notoriety,But,8
But,said,4
Mr,Evans,5
Boyd,technology,9
pointed,software,7
software,suite,5
distributed,internet,8
internet,surfing,7
fell,short,5
hands,steering,8
organised,Direct,8
criminals,walk,7
able,start,5
mass,consumers,7
produce,content,7
pirated,pop,6
software,suite,5
zero,"cost

It",8
"cost

It",cost,4
cost,small,5
US,Adding,6
industries,collide,9
lot,fixing,6
money,stick,5
billions,devices,6
dollars,said,6
said,Jonny,5
Mr,Evans,5
Boyd,technology,9
said,Jonny,5
It,sale,4
truly,global,6
global,network,7
scope,We,4
We,long,4
raided,number,5
number,auto,5
universities,including,10
including,looking,6
Duke,North,5
North,Carolina,7
Carolina,Milanesi,8
MIT,found,5
found,handsets,7
people,expect,5
involved,internet,5
employed,major,6
major,techniques,10
computer,market,6
corporations,preventing,8
They,speculate,8
home,"computer

It's",11
work,making,6
evenings,involved,8
involved,internet,5
warez,organisations,12
culture,Warez,6
Warez,groups,6
groups,known,5
began,shipping,7
surface,early,6
early,days,4
1990s,operate,7
operate,according,8
according,PC,9
strict,code,6
code,practice,6
"honour

For",example,11
example,said,6
group,test,5
cracked,software,8
software,suite,5
rivals,working,7
respect,achievement,8
achievement,seek,9
seek,turbo,5
claim,Mr,5
Mr,Evans,5
Boyd,technology,9
said,Jonny,5
destruction,DOD,11
DOD,They,4
great,way,4
coup,added,5
added,extra,5
I'm,happy,5
going,absolutely,9
sit,alongside,7
sorted,But,5
problem,Visual,7
There,builtin,7
hackers,find,7
people,expect,5
fun,Internet,7
Internet,American,7
piracy,peertopeer,8
computer,market,6
software,suite,5
remains,significantly,11
gigantic,problem,8
problem,Visual,7
A,previous,8
spokesman,said,8
Business,Software,8
Software,piracy,7
Alliance,Multiband,6
said,Jonny,5
DOD,They,4
members,month,6
claim,Mr,5
profit,criminal,6
But,said,4
profit,criminal,6
getting,sophisticated,11
access,film,6
expensive,compared,9
servers,act,7
He,said,4
said,Jonny,5
DOD,They,4
warez,organisations,12
groups,known,5
fostering,culture,7
culture,Warez,6
piracy,peertopeer,8
internet,surfing,7
He,said,4
said,Jonny,5
29%,computer,8
computer,market,6
