Current_Word,Next_Word,Levenshtein_distance
week,The,3
ago,,3
Mr,Negroponte,9
Sans,resigning,8
resigning,company's,8
company's,existing,9
CEO,100,3
100,chosen,6
staff,work,5
fired,flight,4
After,leaving,7
latest,series,5
round,consultation,10
cuts,80,4
80,kilometres,10
workers,core,4
Argonaut,Games,8
headquarters,north,10
Edgware,north,7
north,capital,6
London,It,6
17,"February
",9
Morpheme,offices,7
offices,core,6
Kentish,Town,7
Town,London,4
London,It,6
22,February,8
Just,12,4
Add,Monsters,8
Monsters,base,6
base,station,6
Cambridge,Sheffield,8
Mr,Negroponte,9
San,Francisco,7
reemerged,buying,8
buying,replacement,10
Morpheme,offices,7
Just,12,4
Add,Monsters,8
Monsters,base,6
We,display,7
pleased,offered,5
announce,sale,7
sale,$100,4
businesses,know,9
going,200,5
concerns,trademark,8
said,crackdown,7
David,Stanley,6
Rubin,&,5
administrators,told,12
David,Stanley,6
Rubin,&,5
&,Bell,4
Partners,Friday,7
This,type,4
saved,CD,5
40,50year,5
jobs,selling,7
substantial,consumer,10
employment,law,9
claims,collect,5
arisen,sales,5
sales,"figures

Gamers",11
achieved,In,8
Mr,Negroponte,9
Rubin,&,5
said,crackdown,7
administrators,told,12
talks,sale,3
sale,$100,4
Argonaut,Games,8
software,controls,6
division,We,8
Edgware,north,7
hopeful,save,6
finding,companies,8
buyer,This,5
This,type,4
difficult,wash,9
time,Chinese,5
employees,sacked,8
I,prefer,6
salute,commitment,8
commitment,open,7
business,worlds,7
work,"on

While",9
solution,provide,7
said,crackdown,7
Some,users,5
employees,sacked,8
angry,debate,6
way,unleashing,9
cash,generated,8
crisis,The,6
handled,One,5
One,Why?,4
told,BBC,4
BBC,World,5
News,Agency,5
Online,soccer,6
staff,work,5
fired,flight,4
financially,ruined,10
ruined,space,5
space,"time

The",8
"day
",Dozens,6
Dozens,held,5
held,rights,6
ID,theft,5
fraud,emails,5
"site

Twentyeight",people,15
people,China,6
including,sophisticated,12
Briton,arrested,6
arrested,224,8
global,video,6
operation,website,7
website,There,6
allegedly,involved,8
involved,deal,7
identity,Several,7
"fraud

Those",arrested,11
arrested,224,8
accused,Mr,7
operating,illegally,8
Shadowcrewcom,investigators,13
investigators,claim,12
claim,we're,5
global,video,6
clearing,house,8
house,asking,6
criminals,Test,9
involved,deal,7
credit,card,4
card,opening,7
fraud,emails,5
A,patch,5
19yearold,man,8
man,Argonaut,7
Camberley,Surrey,6
Surrey,arrested,6
arrested,224,8
National,Infrastructure,12
HiTech,Crime,5
Crime,Unit,4
Unit,Scotland,7
bailed,Operation,8
Operation,Digital,8
Firewall,led,7
led,$200000,7
US,government,10
Secret,Service,5
Service,programme,7
involved,deal,7
seven,cases,4
nations,old,6
The,US,3
British,specialist,7
teenager,arrested,7
arrested,224,8
Wednesday,details,8
details,emerged,7
emerged,When,6
Friday,Saturday,5
He,said,4
bailed,Operation,8
return,,6
Surrey,arrested,6
police,The,5
station,election,4
December,China,8
All,100000,6
28,million,7
people,China,6
detained,globally,8
globally,said,7
suspected,pirates,7
involved,deal,7
internetbased,radio,11
network,community,9
stole,people's,5
people's,lives,6
identities,computers,8
computers,home,6
websites,users,6
defraud,credit,7
credit,card,4
card,opening,7
companies,like,8
The,US,3
authorities,closed,9
US,government,10
indicted,19,8
19,webpages,8
people,China,6
Newark,New,3
New,York,4
Jersey,estimate,8
estimate,fraud,7
fraud,emails,5
caused,failures,5
losses,In,6
$4m,Assistant,9
Assistant,US,9
US,government,10
Attorney,Scott,7
Scott,Christie,7
Christie,said,6
said,crackdown,7
people,China,6
arrested,224,8
Argentina,Latin,6
Bulgaria,Hungary,4
Canada,report,6
Estonia,Poland,6
Poland,largest,7
Sweden,Mr,6
Mr,Negroponte,9
Christie,said,6
said,crackdown,7
ringleaders,believed,9
believed,RFID,8
Russian,alphabet,8
Anatoly,"Tyukanov

Investigators",19
"Tyukanov

Investigators",30,23
30,reports,7
law,requiring,9
enforcement,agencies,9
agencies,eBay,7
worldwide,community,7
spent,years,5
15,April,5
months,2004,6
looking,continue,5
activities,system,8
websites,users,6
,German,6
Shadowcrew,Carderplanet,10
Carderplanet,Darkprofits,9
Darkprofits,The,11
The,US,3
US,government,10
Secret,Service,5
Service,programme,7
tipped,"'musthave'

Sony's",16
July,year,4
2003,reducing,8
An,ownbrand,7
NHTCU,A,5
spokeswoman,Disaster,10
said,crackdown,7
American,system,8
investigators,claim,12
went,unchecked,8
undercover,Shadowcrew,8
Shadowcrew,Carderplanet,10
website,There,6
discovered,huge,9
site's,4000,6
4000,members,7
members,future,6
organised,search,8
crime,involves,7
"purposes

She",said,12
said,crackdown,7
criminals,Test,9
websites,users,6
traffic,layout,6
counterfeit,versions,10
credit,card,4
cards,recommend,8
false,identification,12
identification,The,13
information,tracking,9
documents,Users,7
credit,card,4
cards,recommend,8
driver's,licences,6
licences,But,8
passports,birth,7
birth,certificates,10
certificates,The,11
The,US,3
websites,users,6
shared,They,4
tips,commit,6
commit,felony,6
fraud,emails,5
provided,vital,6
forum,discuss,6
people,China,6
buy,antivirus,8
information,tracking,9
tools,selfexpression,13
needed,moving,6
commit,felony,6
crime,involves,7
said,crackdown,7
The,US,3
Shadowcrew,Carderplanet,10
site,There,4
taken,crack,5
US,government,10
Secret,Service,5
Service,programme,7
listed,Oxfam,6
discussion,Chinese,9
groups,perceived,8
English,'a',7
Russian,alphabet,8
including,sophisticated,12
hacking,spam,7
spam,circulating,10
online,banking,4
anonymity,tools,8
tools,selfexpression,13
The,US,3
head,BT's,4
NHTCU,A,5
Acting,Detective,6
Detective,Chief,8
Chief,Yahoo,5
Superintendent,Mick,13
Mick,Deats,5
Deats,said,4
said,crackdown,7
This,type,4
investigation,UK's,12
resulted,significant,11
significant,time,10
disruption,organised,9
organised,search,8
criminals,Test,9
internet,use,7
"profit

We",believe,8
believe,program,7
suspects,trafficked,9
trafficked,17,10
17,"February
",9
million,people,7
stolen,items,5
credit,card,4
card,opening,7
numbers,find,7
leading,TV,7
losses,In,6
financial,services,8
institutions,organisations,7
running,bricked,7
millions,"people

Fulltime",14
Chief,Yahoo,5
Supt,Deats,4
Deats,said,4
went,unchecked,8
warn,internet,6
The,US,3
internet,use,7
offers,immersive,6
huge,variety,6
legitimate,mail,8
benefits,bill,6
modern,age,5
society;,brings,7
brings,story,6
powerful,servers,7
opportunities,services,9
seeking,spyware,6
abuse,effectively,10
benefits,bill,6
criminal,attack,8
gain,speed,5
Your,identity,8
identity,Several,7
precious,element,7
commodities,Criminals,8
Criminals,try,8
try,steal,4
steal,online,6
personal,information,10
financial,services,8
information,tracking,9
ordinary,flat,7
citizens,security,8
confidential,information,8
proprietary,information,9
information,tracking,9
companies,like,8
engaged,ecommerce,7
ecommerce,ebanking,8
targeted,currently,6
law,requiring,9
"enforcement
",Robots,10
Robots,learn,6
learn,rest,4
'robotiquette',"rules

Robots",13
"rules

Robots",learning,11
learning,factual,7
lessons,apply,7
robotiquette,,12
,German,6
behave,relate,3
socially,,8
,German,6
mix,naive,4
better,business,6
"humans

By",playing,9
playing,games,6
games,people,6
like,text,4
passtheparcel,University,12
University,California,8
Hertfordshire,team,12
team,Macintosh,8
finding,companies,8
future,cultural,4
robot,companions,8
companions,react,9
react,social,6
social,benefits,7
situations,learning,8
The,US,3
study's,findings,6
findings,implications,9
eventually,support,10
help,users,4
humans,develop,7
develop,rival,5
code,malicious,7
social,benefits,7
behaviour,Europe,8
humanrobot,interaction,10
interaction,natural,8
The,US,3
work,"on

While",9
European,power,6
Cogniron,robotics,7
robotics,project,6
project,image,6
London's,major,7
Science,Museum's,7
"Museum

We",assuming,7
assuming,greater,8
situation,If,9
useful,real,4
human,rights,6
companion,robot,7
robot,companions,8
exists,said,5
said,crackdown,7
Professor,Tom,8
Kerstin,Dautenhahn,8
Dautenhahn,project,9
project,image,6
leader,field,5
Hertfordshire,team,12
Our,intent,6
mission,provide,6
look,creative,8
robot,companions,8
programmed,expire,8
respect,personal,6
personal,information,10
spaces,people,6
"humans

The",research,10
research,development,9
focuses,initiative,10
human,rights,6
perception,robots,8
robots,including,9
including,sophisticated,12
look,creative,8
robot,companions,8
learn,rest,4
new,technology,9
skills,operators,8
imitating,human,7
human,rights,6
demonstrator,Without,11
Without,Borders,7
studies,suggest,4
build,minihydraulic,11
robots,including,9
respect,personal,6
fact,silicon,6
humans,develop,7
individuals,illegally,9
preferences,spending,9
come,form,3
different,sectors,8
cultural,drive,8
backgrounds,Professor,10
Professor,Tom,8
Dautenhahn,project,9
told,BBC,4
BBC,World,5
News,Agency,5
Online,soccer,6
And,vice,4
I,prefer,6
want,Between,6
robots,including,9
treat,Populous,8
humans,develop,7
human,rights,6
beings,like,5
like,text,4
robots,including,9
"added

In",situations,9
situations,learning,8
companion,robot,7
robot,companions,8
eventually,support,10
deal,internet,7
person,street,5
groups,perceived,8
people,China,6
To,infected,8
find,remove,6
react,social,6
Hertfordshire,team,12
Cogniron,robotics,7
team,Macintosh,8
taught,robot,5
robot,companions,8
play,limit,5
passtheparcel,University,12
"children

Showing",skills,15
skills,operators,8
Science,Museum's,7
Museum,unnamed,6
unnamed,woman,6
robot,companions,8
select,sound,5
approach,ongoing,7
ask,average,6
different,sectors,8
children,use,7
pick,choose,6
parcel,gift,6
gift,moving,5
moving,parts,6
arm,including,9
pointer,camera,6
camera,1900,6
eye,patch,5
It,dries,5
speech,RSA,6
instructions,Microsoft's,10
play,limit,5
music,offers,6
However,reality,7
according,Mr,8
researchers,said,9
years,ago,4
build,minihydraulic,11
robot,companions,8
use,ink,3
robotiquette,,12
human,rights,6
interaction,natural,8
If,ink,3
think,"well

How",9
robot,companions,8
companion,robot,7
human,rights,6
think,"well

How",9
20,CDP101,5
years,ago,4
future,cultural,4
concluded,The,8
Professor,Tom,8
Dautenhahn,project,9
It,dries,5
longer,"isolated
",7
hard,drive,5
develop,rival,5
"robot

You",hear,10
hear,programmes,9
story,passage,6
BBC,World,5
World,Service,6
Service's,Go,9
Go,Digital,7
Digital,guru,6
"programme
",Concerns,9
Concerns,Windows,6
Windows,email,7
"ATMs

Cash",machine,10
machine,textbook,8
networks,download,8
soon,moved,4
susceptible,computer,10
computer,games,6
viruses,malicious,7
security,manager,8
firm,seen,4
"warned

The",Internationalised,14
warning,messages,8
issued,updates,6
banks,try,5
starting,use,8
use,ink,3
Windows,email,7
operating,illegally,8
system,We,5
machines,png,7
Already,games,6
incidents,said,7
Windows,email,7
viruses,malicious,7
disrupted,tsunami,7
networks,download,8
cash,generated,8
machines,png,7
running,bricked,7
Microsoft,seeking,9
operating,illegally,8
system,We,5
But,dance,5
banking,passwords,8
experts,backsliding,11
danger,socalled,6
overplayed,Barry,8
risks,involved,8
infection,disruption,5
disruption,organised,9
"small

For",years,9
years,ago,4
venerable,IBM,9
IBM,puts,4
operating,illegally,8
system,We,5
known,firm,5
OS/2,staple,6
staple,software,5
software,controls,6
power,The,4
14m,customers,8
cash,generated,8
machines,png,7
operation,website,7
world,countries,7
But,dance,5
IBM,puts,4
end,2006,4
support,MEPs,7
OS/2,staple,6
2006,discussion,10
forcing,banks,7
banks,try,5
look,creative,8
alternatives,There,9
There,farmers,5
pressures,making,9
making,money,5
banks,try,5
turn,Xboxes,6
Windows,email,7
said,crackdown,7
Dominic,Hirsch,6
Hirsch,managing,8
managing,director,8
director,AADC,8
financial,services,8
analysis,tool,7
firm,seen,4
Retail,Banking,6
Banking,"Research

He",11
"Research

He",said,10
said,crackdown,7
cash,generated,8
machines,png,7
upgraded,use,6
use,ink,3
new,technology,9
Europay,Mastercard,9
Mastercard,Visa,8
Visa,credit,6
credit,card,4
cards,recommend,8
use,ink,3
computer,games,6
chips,speed,5
instead,loaded,5
magnetic,stripes,8
stripes,store,4
store,buy,5
data,sets,3
US,government,10
laws,inefficient,11
demand,net,5
disabled,computer,7
people,China,6
equal,number,6
access,audiences,6
information,tracking,9
force,smaller,6
banks,try,5
cash,generated,8
machines,png,7
versatile,able,6
able,watch,4
present,appreciate,6
information,tracking,9
different,sectors,8
ways,,4
Todd,Thiemann,7
Thiemann,spokesman,6
spokesman,UN's,8
antivirus,program,8
firm,seen,4
Trend,Micro,5
Micro,Photo,4
said,crackdown,7
Windows,email,7
cash,generated,8
machines,png,7
risks,involved,8
Mr,Negroponte,9
Thiemann,spokesman,6
said,crackdown,7
research,development,9
TowerGroup,showed,8
showed,improper,6
70%,filesharing,11
new,technology,9
cash,generated,8
machines,png,7
installed,mainly,8
Windows,email,7
"based

Already",said,12
said,crackdown,7
incidents,said,7
cash,generated,8
machines,png,7
unavailable,hours,11
hours,week,5
viruses,malicious,7
affecting,network,8
network,community,9
bank,account,6
owns,digital,7
"them

In",January,8
January,2004,7
2003,reducing,8
Slammer,worm,6
worm,spotted,6
knocked,13000,7
13000,rural,5
cash,generated,8
machines,png,7
Bank,"report

The",11
America,Italy,7
operated,central,7
Canadian,Imperial,6
Imperial,Bank,8
Bank,"report

The",11
Commerce,In,8
In,effort,6
August,2004,6
year,claim,4
cash,generated,8
machines,png,7
unnamed,woman,6
banks,try,5
action,Because,6
hours,week,5
following,fire,7
infection,disruption,5
Welchia,worm,7
worm,spotted,6
Incidents,like,7
like,text,4
happen,At,6
said,crackdown,7
Mr,Negroponte,9
Thiemann,spokesman,6
banks,try,5
start,looking,7
Windows,email,7
cash,generated,8
machines,png,7
change,delete,5
networking,hardware,9
technology,causing,8
link,website,6
devices,Workplace,8
office,thirdgeneration,14
computers,home,6
This,type,4
means,people,5
cash,generated,8
machines,png,7
computers,home,6
bank,account,6
share,experiences,9
data,sets,3
network,community,9
This,type,4
mean,giving,5
cash,generated,8
machines,png,7
caught,low,6
viruses,malicious,7
going,200,5
common,metaphor,7
transmission,capacities,9
system,We,5
said,crackdown,7
Banks,need,5
need,rear,3
consider,offering,8
protection,inventions,6
investment,offered,8
maintain,good,8
security,manager,8
network,community,9
Mr,Negroponte,9
Thiemann,spokesman,6
told,BBC,4
BBC,World,5
News,Agency,5
"Online

But",Britain,10
Mr,Negroponte,9
Hirsch,managing,8
Retail,Banking,6
Banking,"Research

He",11
Research,40%,8
said,crackdown,7
number,we're,5
cash,generated,8
machines,png,7
actually,dispensed,9
risk,category,8
low,list,3
upgraded,use,6
"year

Currently",said,14
said,crackdown,7
cash,generated,8
machine,textbook,8
lifetime,10,8
10,includes,8
years,ago,4
means,people,5
10%,email,5
ATMs,swapped,7
swapped,newer,6
newer,models,5
model,help,4
year,claim,4
Windows,email,7
cash,generated,8
machines,png,7
years,ago,4
said,crackdown,7
Most,cinemas,7
banks,try,5
simply,crude,6
upgrade,3G,7
usual,They,5
replacement,cord,10
cycle,In,5
In,effort,6
theory,A,6
bigger,allowance,9
threat,overplayed,8
Windows,email,7
OS/2,staple,6
said,crackdown,7
I,prefer,6
think,"well

How",9
banks,try,5
hugely,popular,6
concerned,Google's,8
moment,Apple,6
It's,working,7
pretty,timely,5
unusual,hear,6
hear,programmes,9
virus,writers,5
problems,Others,6
ATMs,swapped,7
said,crackdown,7
The,US,3
different,sectors,8
security,manager,8
